0 0.01659 -0.5 3.5355345e-05 5.8654498e-07 
2 0.016660711 -0.49579764 3.5355358e-05 5.8654498e-07 
4 0.016731421 -0.49163062 3.5355371e-05 5.8654498e-07 
6 0.016802132 -0.48749851 3.5355384e-05 5.8654498e-07 
8 0.016872843 -0.48340086 3.5355397e-05 5.8654498e-07 
10 0.016943554 -0.47933725 3.5355409e-05 5.8654499e-07 
12 0.017014265 -0.47530725 3.5355422e-05 5.8654499e-07 
14 0.017084975 -0.47131045 3.5355433e-05 5.8654499e-07 
16 0.017155686 -0.46734644 3.5355445e-05 5.8654499e-07 
18 0.017226397 -0.46341482 3.5355456e-05 5.8654499e-07 
20 0.017297108 -0.45951519 3.5355468e-05 5.8654499e-07 
22 0.017367819 -0.45564717 3.5355479e-05 5.8654499e-07 
24 0.01743853 -0.45181036 3.5355489e-05 5.86545e-07 
26 0.017509241 -0.4480044 3.53555e-05 5.86545e-07 
28 0.017579952 -0.44422892 3.535551e-05 5.86545e-07 
30 0.017650663 -0.44048354 3.535552e-05 5.86545e-07 
32 0.017721374 -0.43676791 3.535553e-05 5.86545e-07 
34 0.017792085 -0.43308169 3.535554e-05 5.86545e-07 
36 0.017862796 -0.42942451 3.5355549e-05 5.86545e-07 
38 0.017933507 -0.42579604 3.5355559e-05 5.8654501e-07 
40 0.018004219 -0.42219594 3.5355568e-05 5.8654501e-07 
42 0.01807493 -0.41862388 3.5355577e-05 5.8654501e-07 
44 0.018145641 -0.41507954 3.5355586e-05 5.8654501e-07 
46 0.018216352 -0.41156259 3.5355594e-05 5.8654501e-07 
48 0.018287063 -0.40807271 3.5355603e-05 5.8654501e-07 
50 0.018357774 -0.4046096 3.5355611e-05 5.8654501e-07 
52 0.018428486 -0.40117295 3.5355619e-05 5.8654501e-07 
54 0.018499197 -0.39776245 3.5355627e-05 5.8654502e-07 
56 0.018569908 -0.39437781 3.5355635e-05 5.8654502e-07 
58 0.018640619 -0.39101874 3.5355643e-05 5.8654502e-07 
60 0.018711331 -0.38768494 3.535565e-05 5.8654502e-07 
